Price,Currency,Location,Rooms,Area,Floor
165 000,AZN,Xalqlar Dostluğu m.,2 otaqlı,60 m²,1/16 mərtəbə
168 000,AZN,Bakıxanov q.,2 otaqlı,65 m²,4/10 mərtəbə
95 000,AZN,Hövsan q.,2 otaqlı,65 m²,5/9 mərtəbə
119 000,AZN,Bakıxanov q.,3 otaqlı,92 m²,14/19 mərtəbə
175 000,AZN,Əhmədli q.,2 otaqlı,64 m²,16/17 mərtəbə
188 000,AZN,İnşaatçılar m.,2 otaqlı,68 m²,13/17 mərtəbə
255 000,AZN,Nizami m.,2 otaqlı,85 m²,4/14 mərtəbə
370 650,AZN,Yasamal r.,3 otaqlı,123.5 m²,6/14 mərtəbə
678 000,AZN,28 May m.,4 otaqlı,242 m²,12/17 mərtəbə
355 000,AZN,8 Noyabr m.,3 otaqlı,150 m²,6/18 mərtəbə
750 000,AZN,Nizami m.,5 otaqlı,234 m²,8/16 mərtəbə
255 000,AZN,Nizami m.,2 otaqlı,85 m²,4/14 mərtəbə
183 500,AZN,Koroğlu m.,2 otaqlı,79.3 m²,4/16 mərtəbə
108 000,AZN,Elmlər Akademiyası m.,1 otaqlı,35 m²,2/5 mərtəbə
102 000,AZN,Yeni Yasamal q.,2 otaqlı,45 m²,7/9 mərtəbə
295 000,AZN,İçəri Şəhər m.,3 otaqlı,97 m²,4/16 mərtəbə
394 800,AZN,28 May m.,3 otaqlı,188 m²,9/20 mərtəbə
335 000,AZN,Elmlər Akademiyası m.,5 otaqlı,110 m²,2/5 mərtəbə
145 000,AZN,Neftçilər m.,3 otaqlı,70 m²,2/9 mərtəbə
134 000,AZN,İnşaatçılar m.,2 otaqlı,42 m²,5/5 mərtəbə
361 300,AZN,Gənclik m.,2 otaqlı,79 m²,12/18 mərtəbə
64 500,AZN,Masazır q.,3 otaqlı,52 m²,2/6 mərtəbə
225 000,AZN,Memar Əcəmi m.,3 otaqlı,82 m²,3/17 mərtəbə
180 000,AZN,Dərnəgül m.,2 otaqlı,72 m²,4/10 mərtəbə
112 000,AZN,İnşaatçılar m.,2 otaqlı,40 m²,4/5 mərtəbə
228 000,AZN,Nəriman Nərimanov m.,3 otaqlı,97 m²,14/14 mərtəbə
165 000,AZN,28 May m.,2 otaqlı,55 m²,13/15 mərtəbə
145 000,AZN,Qara Qarayev m.,2 otaqlı,52 m²,15/17 mərtəbə
275 000,AZN,Elmlər Akademiyası m.,3 otaqlı,105 m²,17/18 mərtəbə
290 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,80 m²,10/15 mərtəbə
360 000,AZN,8 Noyabr m.,3 otaqlı,148 m²,8/27 mərtəbə
97 000,AZN,Memar Əcəmi m.,2 otaqlı,35 m²,4/5 mərtəbə
160 000,AZN,Nizami m.,2 otaqlı,50 m²,2/16 mərtəbə
429 999,AZN,Nərimanov r.,3 otaqlı,185 m²,5/17 mərtəbə
305 000,AZN,28 May m.,3 otaqlı,130 m²,16/17 mərtəbə
216 425,AZN,20 Yanvar m.,3 otaqlı,78.7 m²,3/20 mərtəbə
111 000,AZN,9-cu mikrorayon q.,1 otaqlı,42 m²,3/9 mərtəbə
467 725,AZN,Koroğlu m.,4 otaqlı,176.5 m²,3/16 mərtəbə
169 000,AZN,Şah İsmayıl Xətai m.,1 otaqlı,60 m²,12/16 mərtəbə
382 000,AZN,8 Noyabr m.,3 otaqlı,170 m²,10/18 mərtəbə
190 000,AZN,20 Yanvar m.,3 otaqlı,77 m²,3/20 mərtəbə
165 000,AZN,İnşaatçılar m.,2 otaqlı,84 m²,17/18 mərtəbə
106 000,AZN,Elmlər Akademiyası m.,2 otaqlı,56 m²,1/5 mərtəbə
565 000,AZN,28 May m.,4 otaqlı,195 m²,10/16 mərtəbə
285 000,AZN,Həzi Aslanov m.,3 otaqlı,126 m²,10/16 mərtəbə
289 000,AZN,Nərimanov r.,3 otaqlı,81 m²,9/17 mərtəbə
135 000,AZN,İnşaatçılar m.,3 otaqlı,68 m²,17/21 mərtəbə
168 000,AZN,Həzi Aslanov m.,2 otaqlı,65 m²,6/17 mərtəbə
214 500,AZN,28 May m.,2 otaqlı,70 m²,9/16 mərtəbə
118 000,AZN,20 Yanvar m.,2 otaqlı,43 m²,3/19 mərtəbə
289 000,AZN,Nərimanov r.,3 otaqlı,98 m²,8/19 mərtəbə
125 000,AZN,Biləcəri q.,3 otaqlı,85 m²,2/9 mərtəbə
162 000,AZN,Xətai r.,2 otaqlı,88.5 m²,12/17 mərtəbə
375 000,AZN,Elmlər Akademiyası m.,2 otaqlı,86 m²,12/17 mərtəbə
250 000,AZN,İçəri Şəhər m.,3 otaqlı,80 m²,4/4 mərtəbə
399 000,AZN,8 Noyabr m.,4 otaqlı,178 m²,7/27 mərtəbə
33 600,AZN,Masazır q.,2 otaqlı,49 m²,4/4 mərtəbə
236 000,AZN,İnşaatçılar m.,4 otaqlı,140 m²,6/16 mərtəbə
190 000,AZN,28 May m.,2 otaqlı,73 m²,4/12 mərtəbə
148 000,AZN,Memar Əcəmi m.,2 otaqlı,55 m²,10/16 mərtəbə
122 000,AZN,Elmlər Akademiyası m.,2 otaqlı,65 m²,2/5 mərtəbə
255 000,AZN,Həzi Aslanov m.,3 otaqlı,115 m²,10/17 mərtəbə
357 000,AZN,Nəriman Nərimanov m.,3 otaqlı,130.2 m²,4/17 mərtəbə
255 000,AZN,28 May m.,2 otaqlı,108 m²,5/15 mərtəbə
500 410,AZN,Nizami m.,3 otaqlı,163 m²,14/16 mərtəbə
249 900,AZN,Gənclik m.,3 otaqlı,90 m²,3/9 mərtəbə
110 000,AZN,Biləcəri q.,4 otaqlı,86 m²,5/5 mərtəbə
212 000,AZN,20 Yanvar m.,2 otaqlı,92 m²,7/19 mərtəbə
52 000,AZN,Binə q.,2 otaqlı,76.4 m²,2/4 mərtəbə
220 000,AZN,Yeni Yasamal q.,3 otaqlı,100 m²,6/12 mərtəbə
255 000,AZN,İnşaatçılar m.,3 otaqlı,110 m²,16/17 mərtəbə
205 000,AZN,Nəsimi r.,2 otaqlı,52 m²,4/16 mərtəbə
380 000,AZN,Elmlər Akademiyası m.,4 otaqlı,169 m²,6/12 mərtəbə
140 000,AZN,Nəriman Nərimanov m.,2 otaqlı,65 m²,15/16 mərtəbə
105 000,AZN,İnşaatçılar m.,1 otaqlı,38 m²,5/9 mərtəbə
163 000,AZN,Gənclik m.,2 otaqlı,60 m²,2/5 mərtəbə
77 500,AZN,Masazır q.,2 otaqlı,64 m²,4/8 mərtəbə
142 000,AZN,İnşaatçılar m.,2 otaqlı,45 m²,3/5 mərtəbə
730 000,AZN,Şah İsmayıl Xətai m.,4 otaqlı,185 m²,10/16 mərtəbə
159 000,AZN,Yasamal q.,2 otaqlı,60 m²,5/5 mərtəbə
250 000,AZN,Nəriman Nərimanov m.,4 otaqlı,127 m²,14/15 mərtəbə
347 000,AZN,Azadlıq Prospekti m.,4 otaqlı,170 m²,12/18 mərtəbə
330 000,AZN,Nəriman Nərimanov m.,3 otaqlı,137 m²,8/12 mərtəbə
450 000,AZN,Nəsimi r.,3 otaqlı,160 m²,8/17 mərtəbə
155 000,AZN,Bayıl q.,3 otaqlı,75 m²,5/7 mərtəbə
102 500,AZN,Yeni Yasamal q.,2 otaqlı,35 m²,7/9 mərtəbə
290 000,AZN,20 Yanvar m.,4 otaqlı,210 m²,2/16 mərtəbə
600 000,AZN,28 May m.,4 otaqlı,180 m²,7/18 mərtəbə
118 000,AZN,Avtovağzal m.,2 otaqlı,66.7 m²,6/16 mərtəbə
390 000,AZN,Nəriman Nərimanov m.,4 otaqlı,185 m²,5/21 mərtəbə
192 000,AZN,Nəriman Nərimanov m.,2 otaqlı,65 m²,14/16 mərtəbə
145 000,AZN,Əhmədli m.,3 otaqlı,75 m²,3/18 mərtəbə
166 000,AZN,28 May m.,2 otaqlı,53 m²,3/16 mərtəbə
465 000,AZN,Şah İsmayıl Xətai m.,4 otaqlı,214 m²,12/18 mərtəbə
289 000,AZN,Nəsimi r.,3 otaqlı,76 m²,16/20 mərtəbə
225 000,AZN,Qara Qarayev m.,3 otaqlı,83 m²,13/17 mərtəbə
205 000,AZN,Həzi Aslanov m.,3 otaqlı,100 m²,12/18 mərtəbə
210 000,AZN,20 Yanvar m.,2 otaqlı,80 m²,17/19 mərtəbə
310 000,AZN,20 Yanvar m.,3 otaqlı,130 m²,4/16 mərtəbə
155 000,AZN,Nizami r.,3 otaqlı,95 m²,10/18 mərtəbə
250 000,AZN,Bakıxanov q.,4 otaqlı,110 m²,3/5 mərtəbə
170 000,AZN,Avtovağzal m.,3 otaqlı,113 m²,8/15 mərtəbə
188 000,AZN,Qara Qarayev m.,3 otaqlı,78 m²,14/17 mərtəbə
159 000,AZN,Həzi Aslanov m.,2 otaqlı,76 m²,11/16 mərtəbə
125 000,AZN,Gənclik m.,2 otaqlı,35 m²,5/5 mərtəbə
295 000,AZN,Nizami m.,3 otaqlı,115 m²,14/16 mərtəbə
650 000,AZN,28 May m.,3 otaqlı,106 m²,6/25 mərtəbə
285 000,AZN,Nəriman Nərimanov m.,3 otaqlı,90 m²,15/18 mərtəbə
118 000,AZN,Avtovağzal m.,2 otaqlı,68.5 m²,5/15 mərtəbə
218 000,AZN,Neftçilər m.,2 otaqlı,98.3 m²,12/18 mərtəbə
125 000,AZN,Bakıxanov q.,3 otaqlı,60 m²,2/5 mərtəbə
138 000,AZN,Avtovağzal m.,2 otaqlı,89.1 m²,9/16 mərtəbə
230 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,102 m²,15/24 mərtəbə
110 000,AZN,Masazır q.,3 otaqlı,90 m²,3/7 mərtəbə
204 000,AZN,Yasamal r.,3 otaqlı,90 m²,9/9 mərtəbə
166 000,AZN,Bakıxanov q.,3 otaqlı,91 m²,12/14 mərtəbə
420 000,AZN,Elmlər Akademiyası m.,3 otaqlı,119.1 m²,11/18 mərtəbə
1 200 000,AZN,Gənclik m.,5 otaqlı,300 m²,4/9 mərtəbə
179 000,AZN,20 Yanvar m.,2 otaqlı,70 m²,4/16 mərtəbə
